County NS Code,County,2010,2015,2020,2025,2030
365280,Hawaii,185406,195768,206130,222400,225371
365281,Honolulu,955775,979903,1004030,1032700,1031971
1702380,Kalawao,90,91,92,96,100
365282,Kauai,67226,74593,74593,78000,81030
365283,Maui,155214,170270,170270,181600,182547
